No.,Top1_sent,Top2_sent,Top3_sent,Top4_sent,Top5_sent,Top6_sent,Top7_sent,Top8_sent,Top9_sent,Top10_sent,Top11_sent,Top12_sent,Top13_sent,Top14_sent,Top15_sent,Top16_sent,Top17_sent,Top18_sent,Top19_sent,Top20_sent,Label
1403,1,1,-1,-1,0,1,0,-1,-1,-1,0,1,1,0,0,0,0,0,1,0,1
1404,0,0,-1,1,-1,1,0,0,-1,0,0,1,0,-1,1,0,1,1,0,0,1
1405,-1,1,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,0,1,-1,-1,0,0,0
1406,-1,-1,0,-1,-1,0,1,0,1,1,1,-1,1,0,-1,-1,0,1,-1,0,0
1407,0,-1,1,1,1,0,0,-1,0,0,-1,1,-1,-1,0,1,0,0,0,-1,0
1408,1,-1,-1,0,1,-1,0,1,-1,1,0,1,1,1,1,0,0,1,1,-1,0
1409,-1,0,-1,-1,0,1,-1,-1,0,-1,1,1,0,0,-1,0,-1,1,0,0,0
1410,-1,0,0,1,1,-1,1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,1
1411,0,0,0,-1,0,0,-1,-1,0,1,-1,-1,-1,-1,0,1,1,1,0,-1,1
1412,1,1,1,1,0,-1,0,1,0,-1,0,0,0,-1,1,1,-1,-1,0,0,0
1413,1,1,1,1,1,-1,1,1,0,1,1,-1,1,0,1,0,0,1,-1,1,1
1414,1,0,1,1,-1,1,0,0,0,0,1,1,0,-1,0,-1,-1,0,-1,-1,0
1415,0,0,1,1,1,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1416,1,1,-1,1,1,1,0,0,-1,-1,0,1,1,0,1,0,1,0,1,-1,1
1417,0,0,1,1,0,0,-1,0,0,-1,-1,0,1,-1,1,1,1,-1,0,1,0
1418,0,0,0,0,0,1,-1,0,1,1,0,0,1,1,0,0,-1,-1,0,0,0
1419,0,0,0,1,-1,-1,0,-1,1,1,-1,-1,0,-1,-1,1,0,-1,-1,1,1
1420,0,0,1,1,1,0,0,0,-1,1,1,0,0,1,0,0,1,0,1,0,1
1421,0,0,-1,0,1,0,1,0,0,-1,1,0,-1,-1,0,0,0,-1,-1,1,1
1422,1,0,0,0,1,1,-1,0,0,1,0,-1,0,-1,-1,-1,0,1,1,0,1
1423,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,-1,0,0,0,0,0,-1,0
1424,0,1,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,-1,1,0,0,1,1,0
1425,0,0,0,-1,1,0,0,-1,-1,0,0,0,-1,-1,-1,0,1,-1,-1,0,0
1426,-1,0,1,0,-1,1,1,1,1,0,0,1,0,1,0,-1,0,0,1,-1,1
1427,0,-1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,-1,-1,1
1428,-1,0,1,1,1,1,-1,1,0,1,0,0,1,-1,-1,-1,-1,-1,0,-1,0
1429,1,0,0,0,0,-1,0,-1,0,0,1,-1,-1,0,1,1,-1,0,0,1,0
1430,1,0,-1,1,1,1,-1,0,0,0,0,0,0,0,1,-1,0,-1,1,-1,1
1431,0,1,0,0,0,0,-1,0,0,1,0,1,1,1,0,0,0,1,0,-1,1
1432,0,0,1,1,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,1
1433,0,0,1,1,1,1,1,0,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0
1434,0,1,0,-1,0,-1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,-1,1,1
1435,-1,-1,-1,0,1,1,-1,1,-1,1,0,0,0,0,0,0,1,0,0,1,1
1436,1,0,-1,1,0,0,-1,0,0,1,0,-1,1,0,-1,0,-1,1,-1,0,0
1437,0,0,0,0,1,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0
1438,1,1,0,0,0,1,1,0,0,-1,-1,-1,0,0,1,-1,0,1,0,-1,0
1439,1,0,0,-1,-1,1,1,1,0,1,0,0,1,-1,0,0,1,0,0,0,1
1440,0,-1,1,0,-1,1,0,-1,0,0,1,1,0,0,0,1,0,0,0,0,1
1441,1,0,0,1,-1,-1,0,-1,0,1,0,1,0,0,0,1,0,-1,1,-1,1
1442,-1,0,1,0,1,-1,-1,0,0,0,0,1,1,0,1,-1,-1,-1,0,0,0
1443,0,1,1,1,0,0,-1,0,-1,0,0,-1,0,-1,-1,-1,1,-1,0,0,0
1444,0,1,1,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-1,1
1445,-1,-1,1,0,1,0,0,0,0,1,0,0,-1,0,1,1,1,1,0,0,0
1446,1,0,1,-1,1,0,0,0,0,-1,0,0,1,0,-1,1,0,1,1,0,1
1447,1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,1,0,0,1,0,1,1,1
1448,-1,1,-1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,-1,0,1
1449,0,-1,0,0,1,1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,0,1
1450,0,1,-1,0,0,0,-1,1,1,0,1,-1,0,1,1,1,0,-1,1,1,1
1451,-1,0,1,1,-1,0,0,-1,0,0,0,0,1,0,0,-1,1,-1,-1,-1,0
1452,1,0,1,-1,1,0,1,0,0,0,-1,0,1,-1,-1,1,1,0,0,1,0
1453,0,1,1,0,-1,1,0,0,1,1,0,0,0,0,1,-1,0,0,0,-1,1
1454,0,1,1,-1,-1,0,1,-1,1,1,1,1,-1,0,0,1,0,1,-1,1,1
1455,0,0,0,1,-1,1,0,0,0,1,1,-1,-1,-1,0,1,1,0,0,0,0
1456,-1,-1,0,0,0,-1,-1,1,1,0,0,-1,-1,1,1,-1,0,0,0,0,1
1457,0,1,1,1,1,0,1,0,0,1,1,0,-1,-1,1,-1,1,0,-1,1,1
1458,0,-1,0,0,1,1,0,1,1,0,0,-1,1,1,1,0,0,0,1,-1,1
1459,1,1,1,0,-1,0,0,0,-1,0,-1,0,-1,0,0,1,0,0,0,-1,1
1460,0,0,1,-1,0,0,-1,-1,-1,1,0,1,-1,1,0,1,1,1,0,0,0
1461,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,-1,0,-1,1,1
1462,0,1,0,0,1,0,-1,1,-1,0,0,-1,0,0,0,0,0,1,0,0,1
1463,0,0,-1,0,1,0,-1,0,1,0,0,0,0,0,1,0,1,1,1,0,1
1464,-1,-1,1,1,0,1,-1,0,-1,-1,-1,0,1,0,-1,-1,0,1,0,1,0
1465,1,0,-1,1,1,-1,-1,0,1,1,1,0,-1,1,-1,-1,1,1,-1,0,1
1466,-1,0,-1,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,1,-1,-1,0,1
1467,-1,0,-1,0,-1,0,1,-1,0,0,0,-1,0,1,1,0,0,1,0,-1,1
1468,-1,0,-1,0,1,-1,0,-1,0,0,1,1,-1,1,0,0,0,0,0,0,1
1469,-1,0,-1,1,-1,1,0,0,-1,-1,0,1,-1,0,1,1,0,0,-1,0,1
1470,-1,0,0,0,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,-1,-1,0
1471,0,0,1,0,0,0,1,1,0,1,0,0,-1,0,-1,1,0,0,1,0,0
1472,1,0,0,1,0,-1,1,0,1,1,0,1,1,-1,0,-1,1,0,1,0,1
1473,-1,0,1,1,1,-1,1,0,-1,-1,1,0,0,0,0,1,0,0,0,1,1
1474,0,-1,1,1,0,0,-1,0,-1,1,0,0,0,1,0,1,1,-1,1,0,1
1475,1,0,0,0,0,1,-1,1,0,1,-1,-1,1,1,-1,0,-1,0,-1,-1,1
1476,-1,-1,1,0,-1,1,1,-1,-1,1,0,0,1,0,-1,-1,0,-1,0,1,1
1477,1,1,-1,0,1,-1,0,0,0,0,1,0,1,1,0,-1,-1,-1,0,0,1
1478,0,-1,0,0,0,1,0,0,-1,0,0,-1,-1,0,0,-1,0,0,-1,0,0
1479,1,-1,1,-1,0,0,0,1,0,0,0,0,1,0,-1,1,1,0,0,0,0
1480,0,0,-1,1,0,1,1,1,0,1,0,-1,-1,1,-1,1,1,1,0,0,1
1481,1,-1,1,-1,1,0,1,0,0,0,1,1,0,0,-1,0,1,0,1,1,0
1482,0,1,-1,0,1,-1,1,0,1,1,-1,0,1,-1,0,0,0,1,0,0,1
1483,1,0,0,1,0,-1,0,0,-1,0,-1,1,1,0,0,1,1,1,0,0,0
1484,0,-1,0,1,-1,0,1,0,1,0,0,1,0,0,0,0,1,-1,0,1,1
1485,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,1
1486,1,-1,0,0,-1,1,0,0,1,1,-1,0,-1,1,0,-1,0,1,1,0,1
1487,0,0,0,1,0,1,0,1,-1,1,1,1,0,0,0,-1,0,-1,1,1,0
1488,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,1,0,0,0
1489,-1,-1,0,0,1,0,1,0,-1,0,-1,0,-1,-1,0,0,0,1,0,0,1
1490,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,0
1491,0,1,0,-1,-1,0,1,0,-1,-1,1,0,1,0,0,0,0,1,0,0,1
